0.001250, 0.050000, 50
0.007114, 0.117274, 50
0.018843, 0.234594, 50
0.036443, 0.352001, 50
0.059919, 0.469519, 50
0.089277, 0.587145, 50
0.124519, 0.704847, 50
0.165646, 0.822545, 50
0.212651, 0.940104, 50
0.265518, 1.057327, 50
0.324215, 1.173941, 50
0.388695, 1.289598, 50
0.458889, 1.403880, 50
0.534704, 1.516308, 50
0.616023, 1.626375, 50
0.702702, 1.733576, 50
0.794574, 1.837454, 50
0.891457, 1.937643, 50
0.993152, 2.033899, 50
1.099458, 2.126120, 50
1.208798, 2.186816, 50
1.318307, 2.190168, 50
1.426598, 2.165833, 50
1.533692, 2.141879, 50
1.639614, 2.118432, 50
1.744390, 2.095531, 50
1.848048, 2.073148, 50
1.950608, 2.051205, 50
2.052088, 2.029593, 50
2.152497, 2.008180, 50
2.251838, 1.986820, 50
2.350106, 1.965369, 50
2.447290, 1.943683, 50
2.543372, 1.921635, 50
2.638328, 1.899121, 50
2.732132, 1.876073, 50
2.824756, 1.852476, 50
2.916175, 1.828388, 50
3.006111, 1.798711, 50
3.093206, 1.741900, 50
3.175615, 1.648181, 50
3.252682, 1.541338, 50
3.324608, 1.438525, 50
3.391588, 1.339605, 50
3.453803, 1.244302, 50
3.511414, 1.152226, 50
3.564560, 1.062901, 50
3.613350, 0.975819, 50
3.657874, 0.890474, 50
3.698194, 0.806401, 50
3.734354, 0.723195, 50
3.766380, 0.640526, 50
3.794287, 0.558140, 50
3.818080, 0.475854, 50
3.837757, 0.393548, 50
3.853315, 0.311154, 50
3.864747, 0.228647, 50
3.872049, 0.146033, 50
3.875458, 0.068188, 50
3.876250, 0.015837, 50
3.876250, 0.000000, 50
